200
0	33
0	75
0	80
0	160
0	173
0	181
0	190
1	37
1	54
1	107
1	154
1	156
1	181
2	36
2	45
2	75
2	82
2	100
2	128
2	158
2	183
3	5
3	16
3	53
3	122
3	155
3	159
3	170
3	172
3	196
4	21
4	67
4	78
4	104
4	107
4	109
4	121
4	132
4	136
4	157
4	184
5	35
5	67
5	89
5	93
5	120
5	146
5	160
5	161
6	11
6	18
6	57
6	66
6	84
6	108
6	111
6	117
6	121
6	126
6	151
7	14
7	33
7	50
7	56
7	57
7	62
7	69
7	172
7	185
7	187
8	28
8	30
8	36
8	105
8	106
8	174
8	176
8	192
8	197
9	12
9	15
9	46
9	47
9	67
9	146
9	161
9	169
9	176
10	43
10	64
10	88
10	95
10	134
10	158
10	177
11	54
11	85
11	89
11	112
11	113
11	126
11	170
12	62
12	70
12	92
12	104
12	167
12	175
12	181
13	25
13	33
13	35
13	111
13	178
14	25
14	30
14	56
14	90
14	112
14	124
14	126
14	127
14	146
14	167
14	170
15	100
15	103
15	128
15	136
16	48
16	55
16	94
16	135
16	136
17	57
17	63
17	71
17	143
17	158
17	175
17	177
17	192
18	63
18	64
18	77
18	111
18	146
18	153
18	192
18	198
19	29
19	31
19	51
19	55
19	65
19	73
19	102
19	145
20	27
20	33
20	42
20	59
20	93
20	97
20	99
20	103
20	108
20	119
20	138
20	167
20	180
20	197
21	49
21	72
21	158
21	169
22	29
22	48
22	52
22	90
22	123
22	173
22	196
23	36
23	48
23	69
23	92
23	155
23	160
23	192
24	43
24	92
25	43
25	75
25	101
25	165
26	60
26	73
26	82
26	85
26	104
26	108
26	134
27	50
27	53
27	54
27	168
27	184
28	55
28	57
28	122
28	154
28	179
28	180
29	44
29	70
29	83
29	115
30	77
30	90
30	150
30	162
30	175
31	49
31	145
31	195
32	54
32	62
32	95
32	99
32	100
32	104
32	113
32	117
32	150
32	179
32	187
33	127
33	187
34	67
34	122
34	150
34	158
34	191
35	52
35	56
35	98
35	110
35	129
35	167
36	54
36	90
36	182
37	53
37	61
37	62
37	73
37	75
37	79
37	89
37	107
37	124
37	135
37	164
37	174
37	185
38	66
38	77
38	87
38	107
39	51
39	63
39	117
39	131
40	49
40	55
40	113
40	135
40	147
41	64
41	90
42	95
42	162
42	171
42	180
42	198
43	73
43	110
43	113
43	134
44	80
44	104
44	120
44	130
44	148
44	155
44	166
45	117
45	145
45	155
45	179
45	189
46	50
46	79
46	85
46	99
46	102
46	107
46	121
46	144
46	157
46	172
46	181
47	54
47	83
47	93
47	107
47	129
48	76
48	114
48	118
48	120
48	145
48	152
49	77
49	92
49	109
49	126
49	130
49	144
49	159
49	198
50	51
50	56
50	57
50	60
50	67
50	140
50	142
50	172
50	191
50	199
51	63
51	74
51	82
51	123
51	127
51	159
51	164
51	173
51	194
52	108
52	132
52	137
52	196
53	62
53	156
53	196
54	78
54	90
54	101
54	188
55	69
55	81
55	119
55	126
55	140
56	71
56	151
56	158
56	163
56	196
57	61
57	63
57	79
57	98
57	123
57	144
57	152
57	196
58	66
58	143
59	146
59	177
59	194
60	67
60	81
60	115
60	121
60	178
60	181
60	192
61	127
61	155
61	191
62	71
62	129
62	141
62	169
62	172
63	85
63	86
63	159
64	82
64	171
64	175
64	176
64	179
64	183
65	88
65	139
65	190
65	193
66	75
66	84
66	132
66	151
67	74
67	75
67	76
67	98
67	135
67	138
68	84
68	124
68	199
69	74
69	84
69	135
69	150
70	91
70	116
70	127
70	134
70	152
70	154
70	175
70	186
70	197
71	114
71	120
71	121
71	136
71	164
71	177
71	184
72	73
72	87
72	95
72	99
72	111
72	129
72	151
73	76
73	91
73	108
73	119
73	133
74	104
74	154
74	186
74	187
74	197
75	80
75	100
75	106
75	120
75	145
75	155
75	160
75	164
76	86
76	99
76	100
76	182
76	197
77	111
77	198
78	100
78	117
78	118
78	124
78	138
78	160
78	164
78	168
78	193
79	80
79	81
79	87
79	142
80	109
80	132
80	136
80	173
80	195
81	87
81	101
81	141
81	145
81	182
82	88
82	103
82	142
82	188
82	199
83	116
83	121
83	145
83	147
83	181
83	185
83	195
84	102
84	103
84	153
84	174
84	180
84	184
84	195
85	134
85	153
85	155
85	176
85	177
86	138
86	164
86	183
87	104
87	150
87	153
87	184
88	155
88	180
88	185
89	90
89	98
89	99
89	100
89	127
89	154
89	169
89	188
89	191
89	195
90	99
90	142
90	167
90	182
91	98
91	149
91	154
91	158
91	169
92	111
92	139
92	143
92	149
93	179
93	199
94	109
94	111
94	137
94	139
94	156
95	102
95	119
95	141
95	166
95	199
96	102
96	124
96	168
96	172
96	176
96	191
96	197
97	107
97	115
97	122
97	124
97	125
97	142
98	125
98	142
98	164
98	173
98	196
99	140
99	184
99	191
100	133
101	112
101	124
101	132
101	142
101	172
101	173
102	111
102	136
103	105
103	123
103	161
103	172
103	181
104	158
104	178
104	187
104	199
105	174
105	182
105	183
106	140
106	151
106	155
106	160
106	171
106	188
107	109
107	169
107	170
107	183
108	114
108	117
108	126
108	141
108	143
109	132
109	182
109	193
110	114
110	133
110	148
110	150
110	158
110	175
111	120
112	136
112	143
113	181
114	174
114	175
114	176
114	186
115	168
115	175
116	122
116	146
116	179
116	182
116	183
118	122
118	144
118	154
119	122
119	133
119	173
119	194
119	199
120	158
120	192
120	198
121	129
121	154
121	159
122	145
122	147
122	173
122	178
122	195
123	133
123	141
123	145
123	177
123	195
124	161
124	167
124	197
125	134
125	136
125	163
125	180
126	138
126	140
126	198
126	199
127	170
128	167
128	168
128	189
129	142
129	180
129	181
129	185
130	189
130	199
131	149
132	143
132	161
132	169
133	197
134	179
134	195
134	198
135	155
135	164
135	169
135	182
135	195
136	151
136	154
137	153
137	155
137	161
137	172
137	180
137	188
138	146
138	152
138	167
138	187
138	193
139	146
139	176
139	177
140	176
141	146
141	174
141	183
141	190
141	192
142	157
142	193
143	169
143	175
143	179
143	195
144	162
144	186
