150
0	7
0	8
0	10
0	15
0	17
0	25
0	26
0	29
0	31
0	41
0	53
0	66
0	69
0	71
0	72
0	74
0	76
0	79
0	90
0	102
0	122
0	128
0	129
0	137
0	139
0	144
0	149
1	8
1	12
1	15
1	24
1	30
1	31
1	32
1	33
1	37
1	43
1	45
1	48
1	51
1	55
1	56
1	57
1	61
1	63
1	66
1	67
1	72
1	77
1	79
1	83
1	96
1	97
1	98
1	102
1	107
1	108
1	109
1	117
1	118
1	119
1	120
1	122
1	129
1	134
1	144
2	5
2	6
2	7
2	12
2	15
2	21
2	23
2	35
2	36
2	40
2	48
2	51
2	53
2	61
2	62
2	65
2	79
2	80
2	85
2	90
2	93
2	98
2	105
2	111
2	117
2	126
2	128
2	129
2	132
2	140
2	141
2	144
3	7
3	13
3	16
3	37
3	38
3	50
3	62
3	66
3	67
3	68
3	71
3	72
3	79
3	81
3	85
3	102
3	103
3	106
3	107
3	108
3	119
3	120
3	122
3	124
3	132
3	135
3	136
3	137
3	139
3	142
3	143
3	149
4	8
4	12
4	21
4	23
4	40
4	44
4	46
4	47
4	48
4	51
4	69
4	79
4	83
4	87
4	90
4	93
4	95
4	98
4	102
4	105
4	111
4	113
4	117
4	129
4	131
4	132
4	137
4	138
5	9
5	16
5	18
5	25
5	27
5	31
5	36
5	37
5	47
5	48
5	52
5	55
5	59
5	61
5	69
5	70
5	74
5	78
5	90
5	91
5	99
5	111
5	114
5	125
5	126
5	129
5	138
6	10
6	11
6	20
6	24
6	32
6	41
6	44
6	45
6	47
6	50
6	71
6	86
6	87
6	90
6	94
6	97
6	104
6	105
6	113
6	114
6	119
6	132
7	8
7	10
7	11
7	17
7	26
7	27
7	28
7	32
7	35
7	40
7	46
7	47
7	50
7	54
7	55
7	60
7	63
7	66
7	68
7	75
7	76
7	83
7	89
7	90
7	93
7	98
7	101
7	103
7	105
7	107
7	110
7	111
7	112
7	118
7	120
7	124
7	131
7	132
7	135
7	144
7	147
7	148
8	14
8	28
8	34
8	38
8	42
8	45
8	52
8	59
8	72
8	84
8	95
8	100
8	107
8	110
8	111
8	115
8	116
8	123
8	130
8	147
8	148
9	10
9	11
9	28
9	29
9	37
9	51
9	52
9	53
9	57
9	62
9	65
9	75
9	81
9	89
9	92
9	105
9	108
9	110
9	112
9	113
9	123
9	126
9	129
9	130
9	145
10	16
10	25
10	32
10	38
10	39
10	41
10	45
10	47
10	50
10	51
10	52
10	55
10	56
10	59
10	61
10	69
10	76
10	77
10	78
10	83
10	86
10	89
10	95
10	99
10	100
10	105
10	107
10	110
10	116
10	127
10	130
10	133
10	135
10	138
10	139
11	13
11	21
11	23
11	29
11	32
11	33
11	42
11	43
11	52
11	55
11	57
11	61
11	64
11	66
11	68
11	70
11	74
11	82
11	83
11	92
11	94
11	102
11	103
11	106
11	114
11	115
11	117
11	131
11	132
11	143
11	149
12	13
12	30
12	35
12	45
12	48
12	50
12	51
12	63
12	76
12	84
12	96
12	135
12	137
12	142
12	147
13	16
13	20
13	25
13	46
13	48
13	54
13	68
13	69
13	71
13	81
13	87
13	90
13	94
13	105
13	110
13	113
13	116
13	123
13	124
13	125
13	147
14	15
14	18
14	19
14	21
14	26
14	31
14	35
14	38
14	39
14	42
14	47
14	49
14	50
14	55
14	60
14	61
14	64
14	69
14	70
14	76
14	81
14	83
14	86
14	92
14	95
14	99
14	100
14	102
14	107
14	116
14	125
14	128
14	134
14	147
14	149
15	25
15	26
15	31
15	66
15	73
15	76
15	83
15	94
15	100
15	102
15	106
15	107
15	110
15	117
15	118
15	124
15	125
15	126
15	130
15	137
15	143
15	144
15	145
15	148
16	17
16	19
16	22
16	25
16	26
16	28
16	31
16	32
16	41
16	46
16	48
16	60
16	66
16	73
16	76
16	79
16	81
16	89
16	103
16	109
16	114
16	120
16	122
16	123
16	125
16	131
16	134
16	137
16	145
17	24
17	25
17	33
17	34
17	35
17	36
17	47
17	50
17	57
17	58
17	59
17	61
17	70
17	97
17	101
17	105
17	108
17	111
17	115
17	123
17	124
17	129
17	131
17	132
17	133
17	147
18	20
18	25
18	28
18	30
18	38
18	43
18	45
18	46
18	52
18	57
18	63
18	88
18	97
18	103
18	107
18	108
18	111
18	113
18	114
18	130
18	131
18	132
18	140
18	148
19	25
19	31
19	34
19	40
19	45
19	56
19	61
19	65
19	67
19	68
19	69
19	72
19	73
19	74
19	84
19	89
19	92
